ticket_id,customer_id,product_id,opened_at,closed_at,priority,category,status,subject,conversation_summary,sentiment
TKT000480,C090,PRD018,2024-10-12 17:53:00,2024-10-13 06:15:41,P3,product_quality,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,frustrated
TKT000481,C009,PRD006,2025-02-07 21:39:00,2025-02-17 15:08:44,P4,product_quality,resolved,Missing item or component,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000482,C127,PRD014,2024-11-12 04:08:00,2024-11-15 13:26:15,P2,product_quality,resolved,Ingredient or product information request,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000483,C162,PRD005,2024-08-26 00:53:00,2024-08-27 05:53:01,P2,return_refund,resolved,Package arrived damaged,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000484,C012,PRD007,2026-05-08 04:07:00,2026-05-08 10:19:31,P4,product_information,resolved,Refund status question,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000485,C033,PRD008,2025-12-03 05:31:00,2025-12-04 01:44:45,P4,product_information,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,frustrated
TKT000486,C028,PRD001,2026-12-11 19:09:00,2026-12-14 19:14:29,P4,missing_item,resolved,Wrong item received,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
TKT000487,C197,PRD019,2025-01-09 03:50:00,,P3,product_quality,waiting_customer,Missing item or component,The return is pending while the customer confirms pickup availability and item condition.,neutral
TKT000488,C204,PRD020,2025-08-04 18:09:00,2025-08-10 06:08:14,P3,delivery,resolved,Package arrived damaged,Support confirmed product-use guidance resolved the concern and the customer closed the case.,positive
TKT000489,C154,PRD008,2024-02-10 16:05:00,2024-02-12 08:36:44,P3,billing,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000490,C105,PRD013,2026-03-05 14:39:00,,P4,billing,open,Item quality below expectation,The case remains open while store and fulfillment records are compared.,neutral
TKT000491,C212,PRD018,2025-06-04 17:41:00,2025-06-11 08:15:15,P3,missing_item,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,neutral
TKT000492,C025,PRD007,2025-03-08 02:08:00,2025-03-17 03:02:17,P4,return_refund,resolved,Refund status question,Customer provided package photos; a replacement or refund was completed and accepted.,positive
TKT000493,C118,PRD018,2025-06-17 20:31:00,2025-06-26 15:41:13,P3,product_quality,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000494,C112,PRD013,2024-01-14 13:18:00,2024-01-23 14:57:09,P3,billing,resolved,Item quality below expectation,Customer provided package photos; a replacement or refund was completed and accepted.,neutral
TKT000495,C002,PRD003,2024-04-02 09:53:00,2024-04-02 23:30:48,P4,return_refund,resolved,Missing item or component,Support confirmed product-use guidance resolved the concern and the customer closed the case.,neutral
TKT000496,C046,PRD001,2025-09-25 04:57:00,2025-09-26 13:13:43,P3,product_information,resolved,Item quality below expectation,Support confirmed product-use guidance resolved the concern and the customer closed the case.,frustrated
TKT000497,C201,PRD017,2026-12-21 07:52:00,,P3,product_information,open,Wrong item received,Support documented the issue and is checking replacement inventory in the customer region.,frustrated
TKT000498,C073,PRD005,2024-06-06 11:53:00,,P3,product_information,escalated,Wrong item received,The reported safety or allergen concern was escalated for immediate product-compliance review.,positive
TKT000499,C014,PRD011,2024-10-01 03:14:00,2024-10-05 11:45:34,P4,product_quality,resolved,Ingredient or product information request,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,urgent
TKT000500,C240,PRD014,2024-01-01 08:44:00,2024-01-09 07:43:41,P4,missing_item,resolved,Missing item or component,The missing-item claim was verified against fulfillment records and the customer received the approved resolution.,positive
